Checklist,Type,Index,Description,Reg Key,Reg Item,Value Data,actrual_value,result
1,REGISTRY_SETTING,18.9.26.3.2,"Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",HKLM\Software\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,[32768..MAX],Value Not found,Fail
1,REGISTRY_SETTING,18.9.26.4.1,Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\EventLog\System,Retention,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.26.4.2,"Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",HKLM\Software\Policies\Microsoft\Windows\EventLog\System,MaxSize,[32768..MAX],Value Not found,Fail
1,REGISTRY_SETTING,18.9.8.1,Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.30.2,Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\Explorer,NoDataExecutionPrevention,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.30.3,Ensure 'Turn off heap termination on corruption' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\Explorer,NoHeapTerminationOnCorruption,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.82.1,Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\GameDVR,AllowGameDVR,0,0,Pass
1,REGISTRY_SETTING,18.8.21.2,Ensure 'Configure registry policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE',HKLM\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoBackgroundPolicy,0,Value Not found,Fail
1,REGISTRY_SETTING,18.8.21.3,Ensure 'Configure registry policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE',HKLM\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoGPOListChanges,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.35.1,Ensure 'Prevent the computer from joining a homegroup' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\HomeGroup,DisableHomeGroup,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.85.1,Ensure 'Allow user control over installs' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\Installer,EnableUserControl,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.85.2,Ensure 'Always install with elevated privileges' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,0,Value Not found,Fail
1,REGISTRY_SETTING,18.5.8.1,Ensure 'Enable insecure guest logons' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation,AllowInsecureGuestAuth,0,Value Not found,Fail
1,REGISTRY_SETTING,18.5.11.2,Ensure 'Prohibit installation and configuration of Network Bridge on your DNS domain network' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Network Connections,NC_AllowNetBridge_NLA,0,0,Pass
1,REGISTRY_SETTING,18.5.11.3,Ensure 'Prohibit use of Internet Connection Sharing on your DNS domain network' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Network Connections,NC_ShowSharedAccessUI,0,Value Not found,Fail
1,REGISTRY_SETTING,18.5.11.4,Ensure 'Require domain users to elevate when setting a network's location' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\Network Connections,NC_StdDomainUserSetLocation,1,Value Not found,Fail
1,REGISTRY_SETTING,18.5.14.1,"Ensure 'Hardened UNC Paths' is set to 'Enabled, with 'Require Mutual Authentication' and 'Require Integrity' set for all NETLOGON and SYSVOL shares' - NETLOGON",HKLM\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\NETLOGON,[Rr]equire([Mm]utual[Aa]uthentication|[Ii]ntegrity)=1.*[Rr]equire([Mm]utual[Aa]uthentication|[Ii]ntegrity)=1,Value Not found,Fail
1,REGISTRY_SETTING,18.5.14.1,"Ensure 'Hardened UNC Paths' is set to 'Enabled, with 'Require Mutual Authentication' and 'Require Integrity' set for all NETLOGON and SYSVOL shares' - SYSVOL",HKLM\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\SYSVOL,[Rr]equire([Mm]utual[Aa]uthentication|[Ii]ntegrity)=1.*[Rr]equire([Mm]utual[Aa]uthentication|[Ii]ntegrity)=1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.55.1,Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,1,Value Not found,Fail
1,REGISTRY_SETTING,18.1.1.1,Ensure 'Prevent enabling lock screen camera' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenCamera,1,Value Not found,Fail
1,REGISTRY_SETTING,18.1.1.2,Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenSlideshow,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.95.1,Ensure 'Turn on PowerShell Script Block Logging' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,0,1,Fail
1,REGISTRY_SETTING,18.9.95.2,Ensure 'Turn on PowerShell Transcription' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.16.4,Ensure 'Toggle user control over Insider builds' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\PreviewBuilds,AllowBuildPreview,0,0,Pass
1,REGISTRY_SETTING,18.8.21.4,Ensure 'Continue experiences on this device' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\System,EnableCdp,0,Value Not found,Fail
1,REGISTRY_SETTING,18.8.28.1,Ensure 'Block user from showing account details on sign-in' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,1,Value Not found,Fail
1,REGISTRY_SETTING,18.8.28.2,Ensure 'Do not display network selection UI' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,1,Value Not found,Fail
1,REGISTRY_SETTING,18.8.28.3,Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,1,Value Not found,Fail
1,REGISTRY_SETTING,18.8.28.4,Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\System,EnumerateLocalUsers,0,Value Not found,Fail
1,REGISTRY_SETTING,18.8.28.5,Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,1,Value Not found,Fail
1,REGISTRY_SETTING,18.8.28.6,Ensure 'Turn off picture password sign-in' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,1,1,Pass
1,REGISTRY_SETTING,18.8.28.7,Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.15.3,Ensure 'Prevent the use of security questions for local accounts' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\System,NoLocalPasswordResetQuestions,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.80.1.1,Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass' - EnableSmartScreen,HKLM\Software\Policies\Microsoft\Windows\System,EnableSmartScreen,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.80.1.1,Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass' - ShellSmartScreenLevel,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,ShellSmartScreenLevel,Block,Value Not found,Fail
1,REGISTRY_SETTING,18.5.21.1,Ensure 'Minimize the number of simultaneous connections to the Internet or a Windows Domain' is set to 'Enabled: 3 = Prevent Wi-Fi when on Ethernet',HKLM\Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fMinimizeConnections,3,Value Not found,Fail
1,REGISTRY_SETTING,18.5.21.2,Ensure 'Prohibit connection to non-domain networks when connected to domain authenticated network' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fBlockNonDomain,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.64.3,Ensure 'Allow Cortana' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortana,0,0,Pass
1,REGISTRY_SETTING,18.9.64.4,Ensure 'Allow Cortana above lock screen' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortanaAboveLock,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.64.5,Ensure 'Allow indexing of encrypted files' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowIndexingEncryptedStoresOrItems,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.64.6,Ensure 'Allow search and Cortana to use location' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowSearchToUseLocation,0,0,Pass
1,REGISTRY_SETTING,18.9.102.1.1,Ensure 'Manage preview builds' is set to 'Enabled: Disable preview builds',HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,ManagePreviewBuilds,0 || 1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.1.2,"Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: Semi-Annual Channel, 180 or more days' - DeferFeatureUpdates",HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferFeatureUpdates,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.1.2,"Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: Semi-Annual Channel, 180 or more days' - DeferFeatureUpdatesPeriodInDays",HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferFeatureUpdatesPeriodInDays,180,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.1.2,"Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: Semi-Annual Channel, 180 or more days' - BranchReadinessLevel",HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,BranchReadinessLevel,32,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.1.3,Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days' - DeferQualityUpdates,HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdates,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.1.3,Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days' - DeferQualityUpdatesPeriodInDays,HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdatesPeriodInDays,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.5,Ensure 'Remove access to 'Pause updates' feature' is set to 'Enabled' - Enabled,HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,SetDisablePauseUXAccess,1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.2,Ensure 'Configure Automatic Updates' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\WindowsUpdate\AU,NoAutoUpdate,0,1,Fail
1,REGISTRY_SETTING,18.9.102.3,Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day',HKLM\Software\Policies\Microsoft\Windows\WindowsUpdate\AU,ScheduledInstallDay,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.102.4,Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\WindowsUpdate\AU,NoAutoRebootWithLoggedOnUsers,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.97.1.1,Ensure 'Allow Basic authentication' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\WinRM\Client,AllowBasic,0,0,Pass
1,REGISTRY_SETTING,18.9.97.1.2,Ensure 'Allow unencrypted traffic' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\WinRM\Client,AllowUnencryptedTraffic,0,0,Pass
1,REGISTRY_SETTING,18.9.97.1.3,Ensure 'Disallow Digest authentication' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\WinRM\Client,AllowDigest,0,Value Not found,Fail
1,REGISTRY_SETTING,18.9.97.2.1,Ensure 'Allow Basic authentication' is set to 'Disabled',HKLM\Software\Policies\Microsoft\Windows\WinRM\Service,AllowBasic,0,0,Pass
1,REGISTRY_SETTING,18.9.97.2.3,Ensure 'Allow unencrypted traffic' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service,AllowUnencryptedTraffic,0,0,Pass
1,REGISTRY_SETTING,18.9.97.2.4,Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled',HKLM\Software\Policies\Microsoft\Windows\WinRM\Service,DisableRunAs,1,Value Not found,Fail
1,REGISTRY_SETTING,9.1.1,Ensure 'Windows Firewall: Domain: Firewall state' is set to 'On (recommended)',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile,EnableFirewall,1,1,Pass
1,REGISTRY_SETTING,9.1.2,Ensure 'Windows Firewall: Domain: Inbound connections' is set to 'Block (default)',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile,DefaultInboundAction,1,1,Pass
1,REGISTRY_SETTING,9.1.3,Ensure 'Windows Firewall: Domain: Outbound connections' is set to 'Allow (default)',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile,DefaultOutboundAction,0,0,Pass
1,REGISTRY_SETTING,9.1.4,Ensure 'Windows Firewall: Domain: Settings: Display a notification' is set to 'No',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile,DisableNotifications,1,1,Pass
1,REGISTRY_SETTING,9.1.5,Ensure 'Windows Firewall: Domain: Logging: Name' is set to '%SystemRoot%\System32\logfiles\firewall\domainfw.log',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogFilePath,%SYSTEMROOT%\System32\logfiles\firewall\domainfw.log,%systemroot%\system32\logfiles\firewall\domain_policy.log,Fail
1,REGISTRY_SETTING,9.1.6,"Ensure 'Windows Firewall: Domain: Logging: Size limit (KB)' is set to '16,384 KB or greater'",HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogFileSize,[16384..MAX],10240,Fail
1,REGISTRY_SETTING,9.1.7,Ensure 'Windows Firewall: Domain: Logging: Log dropped packets' is set to 'Yes',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogDroppedPackets,1,1,Pass
1,REGISTRY_SETTING,9.1.8,Ensure 'Windows Firewall: Domain: Logging: Log successful connections' is set to 'Yes',HKLM\Software\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,LogSuccessfulConnections,1,0,Fail
1,REGISTRY_SETTING,9.2.1,Ensure 'Windows Firewall: Private: Firewall state' is set to 'On (recommended)',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile,EnableFirewall,1,1,Pass
1,REGISTRY_SETTING,9.2.2,Ensure 'Windows Firewall: Private: Inbound connections' is set to 'Block (default)',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultInboundAction,1,1,Pass
1,REGISTRY_SETTING,9.2.3,Ensure 'Windows Firewall: Private: Outbound connections' is set to 'Allow (default)',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile,DefaultOutboundAction,0,0,Pass
1,REGISTRY_SETTING,9.2.4,Ensure 'Windows Firewall: Private: Settings: Display a notification' is set to 'No',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile,DisableNotifications,1,1,Pass
1,REGISTRY_SETTING,9.2.5,Ensure 'Windows Firewall: Private: Logging: Name' is set to '%SystemRoot%\System32\logfiles\firewall\privatefw.log',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFilePath,%SYSTEMROOT%\System32\logfiles\firewall\privatefw.log,%windir%\system32\logfiles\firewall\private_policy.log,Fail
1,REGISTRY_SETTING,9.2.6,"Ensure 'Windows Firewall: Private: Logging: Size limit (KB)' is set to '16,384 KB or greater'",HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFileSize,[16384..MAX],10240,Fail
1,REGISTRY_SETTING,9.2.7,Ensure 'Windows Firewall: Private: Logging: Log dropped packets' is set to 'Yes',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogDroppedPackets,1,1,Pass
1,REGISTRY_SETTING,9.2.8,Ensure 'Windows Firewall: Private: Logging: Log successful connections' is set to 'Yes',HKLM\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogSuccessfulConnections,1,0,Fail
1,REGISTRY_SETTING,9.3.1,Ensure 'Windows Firewall: Public: Firewall state' is set to 'On (recommended)',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile,EnableFirewall,1,1,Pass
1,REGISTRY_SETTING,9.3.2,Ensure 'Windows Firewall: Public: Inbound connections' is set to 'Block (default)',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultInboundAction,1,1,Pass
1,REGISTRY_SETTING,9.3.3,Ensure 'Windows Firewall: Public: Outbound connections' is set to 'Allow (default)',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultOutboundAction,0,0,Pass
1,REGISTRY_SETTING,9.3.4,Ensure 'Windows Firewall: Public: Settings: Display a notification' is set to 'No',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile,DisableNotifications,1,1,Pass
1,REGISTRY_SETTING,9.3.5,Ensure 'Windows Firewall: Public: Settings: Apply local firewall rules' is set to 'No',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalPolicyMerge,0,0,Pass
1,REGISTRY_SETTING,9.3.6,Ensure 'Windows Firewall: Public: Settings: Apply local connection security rules' is set to 'No',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalIPsecPolicyMerge,0,0,Pass
1,REGISTRY_SETTING,9.3.7,Ensure 'Windows Firewall: Public: Logging: Name' is set to '%SystemRoot%\System32\logfiles\firewall\publicfw.log',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFilePath,%SYSTEMROOT%\System32\logfiles\firewall\publicfw.log,%windir%\system32\logfiles\firewall\public_policy.log,Fail
1,REGISTRY_SETTING,9.3.8,"Ensure 'Windows Firewall: Public: Logging: Size limit (KB)' is set to '16,384 KB or greater'",HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFileSize,[16384..MAX],10240,Fail
1,REGISTRY_SETTING,9.3.9,Ensure 'Windows Firewall: Public: Logging: Log dropped packets' is set to 'Yes',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogDroppedPackets,1,1,Pass
1,REGISTRY_SETTING,9.3.10,Ensure 'Windows Firewall: Public: Logging: Log successful connections' is set to 'Yes',HKLM\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogSuccessfulConnections,1,0,Fail
1,REGISTRY_SETTING,18.9.84.2,"Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Disabled' but not 'Enabled: On'",HKLM\SOFTWARE\Policies\Microsoft\WindowsInkWorkspace,AllowWindowsInkWorkspace,0 || 1,Value Not found,Fail
1,REGISTRY_SETTING,18.9.72.2,Ensure 'Only display the private store within the Microsoft Store' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\WindowsStore,RequirePrivateStoreOnly,1,1,Pass
1,REGISTRY_SETTING,18.9.72.3,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\WindowsStore,AutoDownload,4,Value Not found,Fail
1,REGISTRY_SETTING,18.9.72.4,Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\WindowsStore,DisableOSUpgrade,1,1,Pass
1,REGISTRY_SETTING,2.3.1.4,Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,LimitBlankPasswordUse,1,1,Pass
1,REGISTRY_SETTING,2.3.2.1,Ensure 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,SCENoApplyLegacyAuditPolicy,1,1,Pass
1,REGISTRY_SETTING,2.3.2.2,Ensure 'Audit: Shut down system immediately if unable to log security audits' is set to 'Disabled',HKLM\System\CurrentControlSet\Control\Lsa,CrashOnAuditFail,0,0,Pass
1,REGISTRY_SETTING,2.3.10.2,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,RestrictAnonymousSAM,1,1,Pass
1,REGISTRY_SETTING,2.3.10.3,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,RestrictAnonymous,1,0,Fail
1,REGISTRY_SETTING,2.3.10.4,Ensure 'Network access: Do not allow storage of passwords and credentials for network authentication' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,DisableDomainCreds,1,0,Fail
1,REGISTRY_SETTING,2.3.10.5,Ensure 'Network access: Let Everyone permissions apply to anonymous users' is set to 'Disabled',HKLM\System\CurrentControlSet\Control\Lsa,EveryoneIncludesAnonymous,0,0,Pass
1,REGISTRY_SETTING,2.3.10.10,Ensure 'Network access: Restrict clients allowed to make remote calls to SAM' is set to 'Administrators: Remote Access: Allow',HKLM\SYSTEM\CurrentControlSet\Control\Lsa,restrictremotesam,O:BAG:BAD:(A;;RC;;;BA),Value Not found,Fail
1,REGISTRY_SETTING,2.3.10.12,Ensure 'Network access: Sharing and security model for local accounts' is set to 'Classic - local users authenticate as themselves',HKLM\System\CurrentControlSet\Control\Lsa,ForceGuest,0,0,Pass
1,REGISTRY_SETTING,2.3.11.1,Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,UseMachineId,1,Value Not found,Fail
1,REGISTRY_SETTING,2.3.11.5,Ensure 'Network security: Do not store LAN Manager hash value on next password change' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Lsa,NoLMHash,1,1,Pass
1,REGISTRY_SETTING,2.3.11.7,Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM &amp; NTLM',HKLM\System\CurrentControlSet\Control\Lsa,LmCompatibilityLevel,5,3,Fail
1,REGISTRY_SETTING,2.3.11.2,Ensure 'Network security: Allow LocalSystem NULL session fallback' is set to 'Disabled',HKLM\System\CurrentControlSet\Control\Lsa\MSV1_0,AllowNullSessionFallback,0,Value Not found,Fail
1,REGISTRY_SETTING,2.3.11.9,"Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) clients' is set to 'Require NTLMv2 session security, Require 128-bit encryption'",HKLM\System\CurrentControlSet\Control\Lsa\MSV1_0,NTLMMinClientSec,537395200,536870912,Fail
1,REGISTRY_SETTING,2.3.11.10,"Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) servers' is set to 'Require NTLMv2 session security, Require 128-bit encryption'",HKLM\System\CurrentControlSet\Control\Lsa\MSV1_0,NTLMMinServerSec,537395200,536870912,Fail
1,REGISTRY_SETTING,2.3.11.3,Ensure 'Network Security: Allow PKU2U authentication requests to this computer to use online identities' is set to 'Disabled',HKLM\System\CurrentControlSet\Control\Lsa\pku2u,AllowOnlineID,0,Value Not found,Fail
1,REGISTRY_SETTING,1.1.6,Ensure 'Relax minimum password length limits' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\SAM,RelaxMinimumPasswordLengthLimits,1,Value Not found,Fail
1,REGISTRY_SETTING,2.3.10.7,Ensure 'Network access: Remotely accessible registry paths' is configured,HKLM\System\CurrentControlSet\Control\SecurePipeServers\Winreg\AllowedExactPaths,Machine,^((System\\CurrentControlSet\\Control\\ProductOptions)|(System\\CurrentControlSet\\Control\\Server Applications)|(Software\\Microsoft\\Windows NT\\CurrentVersion))$,Access is denied,Fail
