Checklist,Type,Index,Description,Reg Key,Reg Item,Value Data,actrual_value,result
1,REGISTRY_SETTING,2.3.10.8,Ensure 'Network access: Remotely accessible registry paths and sub-paths' - Network access: Remotely accessible registry paths and sub-paths is configured,HKLM\System\CurrentControlSet\Control\SecurePipeServers\Winreg\AllowedPaths,Machine,System\CurrentControlSet\Control\Print\Printers &amp;&amp; System\CurrentControlSet\Services\Eventlog &amp;&amp; Software\Microsoft\OLAP Server &amp;&amp; Software\Microsoft\Windows NT\CurrentVersion\Print &amp;&amp; Software\Microsoft\Windows NT\CurrentVersion\Windows &amp;&amp; System\CurrentControlSet\Control\ContentIndex &amp;&amp; System\CurrentControlSet\Control\Terminal Server &amp;&amp; System\CurrentControlSet\Control\Terminal Server\UserConfig &amp;&amp; System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration &amp;&amp; Software\Microsoft\Windows NT\CurrentVersion\Perflib &amp;&amp; System\CurrentControlSet\Services\Sysmonlog,Access is denied,Fail
1,REGISTRY_SETTING,18.3.6,Ensure 'WDigest Authentication' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,UseLogonCredential,0,Value Not found,Fail
1,REGISTRY_SETTING,2.3.15.2,Ensure 'System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Session Manager,ProtectionMode,1,1,Pass
1,REGISTRY_SETTING,18.4.9,Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)' is set to 'Enabled',HKLM\SYSTEM\CurrentControlSet\Control\Session Manager,SafeDllSearchMode,1,Value Not found,Fail
1,REGISTRY_SETTING,2.3.15.1,Ensure 'System objects: Require case insensitivity for non-Windows subsystems' is set to 'Enabled',HKLM\System\CurrentControlSet\Control\Session Manager\Kernel,ObCaseInsensitive,1,1,Pass
1,REGISTRY_SETTING,18.3.4,Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled',HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,DisableExceptionChainValidation,0,Value Not found,Fail
1,REGISTRY_SETTING,18.8.14.1,"Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical'",HKLM\System\CurrentControlSet\Policies\EarlyLaunch,DriverLoadPolicy,3,Value Not found,Fail
1,REGISTRY_SETTING,5.3,Ensure 'Computer Browser (Browser)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\Browser,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,18.4.13,Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less',HKLM\SYSTEM\CurrentControlSet\Services\Eventlog\Security,WarningLevel,90,Access is denied,Fail
1,REGISTRY_SETTING,5.11,Ensure 'Microsoft FTP Service (FTPSVC)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\FTPSVC,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,5.36,Ensure 'Windows Mobile Hotspot Service (icssvc)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\icssvc,Start,4,3,Fail
1,REGISTRY_SETTING,5.6,Ensure 'IIS Admin Service (IISADMIN)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\IISADMIN,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,5.7,Ensure 'Infrared monitor service (irmon)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\irmon,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,2.3.9.1,Ensure 'Microsoft network server: Amount of idle time required before suspending session' is set to '15 or fewer minute(s)',HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,AutoDisconnect,15,15,Pass
1,REGISTRY_SETTING,2.3.9.2,Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,RequireSecuritySignature,1,1,Pass
1,REGISTRY_SETTING,2.3.9.3,Ensure 'Microsoft network server: Digitally sign communications (if client agrees)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,EnableSecuritySignature,1,1,Pass
1,REGISTRY_SETTING,2.3.9.4,Ensure 'Microsoft network server: Disconnect clients when logon hours expire' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,enableforcedlogoff,1,1,Pass
1,REGISTRY_SETTING,2.3.9.5,Ensure 'Microsoft network server: Server SPN target name validation level' is set to 'Accept if provided by client' or higher,HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,SMBServerNameHardeningLevel,1,Value Not found,Fail
1,REGISTRY_SETTING,2.3.10.6,Ensure 'Network access: Named Pipes that can be accessed anonymously' is set to 'None',HKLM\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,NullSessionPipes,reg_key     : HKLM\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,[''],Fail
1,REGISTRY_SETTING,2.3.10.9,Ensure 'Network access: Restrict anonymous access to Named Pipes and Shares' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,RestrictNullSessAccess,1,1,Pass
1,REGISTRY_SETTING,2.3.10.11,Ensure 'Network access: Shares that can be accessed anonymously' is set to 'None',HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,NullSessionShares,reg_key     : HKLM\System\CurrentControlSet\Services\LanManServer\Parameters,Value Not found,Fail
1,REGISTRY_SETTING,18.3.3,Ensure 'Configure SMB v1 server' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,SMB1,0,Value Not found,Fail
1,REGISTRY_SETTING,2.3.8.1,Ensure 'Microsoft network client: Digitally sign communications (always)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters,RequireSecuritySignature,1,0,Fail
1,REGISTRY_SETTING,2.3.8.2,Ensure 'Microsoft network client: Digitally sign communications (if server agrees)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters,EnableSecuritySignature,1,1,Pass
1,REGISTRY_SETTING,2.3.8.3,Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled',HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters,EnablePlainTextPassword,0,0,Pass
1,REGISTRY_SETTING,2.3.11.8,Ensure 'Network security: LDAP client signing requirements' is set to 'Negotiate signing' or higher,HKLM\System\CurrentControlSet\Services\LDAP,LDAPClientIntegrity,1,1,Pass
1,REGISTRY_SETTING,5.10,Ensure 'LxssManager (LxssManager)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\LxssManager,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,18.3.2,Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)',HKLM\SYSTEM\CurrentControlSet\Services\mrxsmb10,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,18.3.5,Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)',HKLM\System\CurrentControlSet\Services\Netbt\Parameters,NodeType,2,Value Not found,Fail
1,REGISTRY_SETTING,18.4.7,Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\NetBT\Parameters,nonamereleaseondemand,1,Value Not found,Fail
1,REGISTRY_SETTING,2.3.6.1,Ensure 'Domain member: Digitally encrypt or sign secure channel data (always)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\Netlogon\Parameters,RequireSignOrSeal,1,1,Pass
1,REGISTRY_SETTING,2.3.6.2,Ensure 'Domain member: Digitally encrypt secure channel data (when possible)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\Netlogon\Parameters,SealSecureChannel,1,1,Pass
1,REGISTRY_SETTING,2.3.6.3,Ensure 'Domain member: Digitally sign secure channel data (when possible)' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\Netlogon\Parameters,SignSecureChannel,1,1,Pass
1,REGISTRY_SETTING,2.3.6.4,Ensure 'Domain member: Disable machine account password changes' is set to 'Disabled',HKLM\System\CurrentControlSet\Services\Netlogon\Parameters,DisablePasswordChange,0,0,Pass
1,REGISTRY_SETTING,2.3.6.5,"Ensure 'Domain member: Maximum machine account password age' is set to '30 or fewer days, but not 0'",HKLM\System\CurrentControlSet\Services\Netlogon\Parameters,MaximumPasswordAge,[1..30],30,Fail
1,REGISTRY_SETTING,2.3.6.6,Ensure 'Domain member: Require strong (Windows 2000 or later) session key' is set to 'Enabled',HKLM\System\CurrentControlSet\Services\Netlogon\Parameters,RequireStrongKey,1,1,Pass
1,REGISTRY_SETTING,5.25,Ensure 'Routing and Remote Access (RemoteAccess)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\RemoteAccess,Start,4,4,Pass
1,REGISTRY_SETTING,5.23,Ensure 'Remote Procedure Call (RPC) Locator (RpcLocator)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\RpcLocator,Start,4,3,Fail
1,REGISTRY_SETTING,0,Check for SAC registry entry,HKLM\SYSTEM\CurrentControlSet\Services\sacsvr,Start,0,Value Not found,Fail
1,REGISTRY_SETTING,5.29,Ensure 'Special Administration Console Helper (sacsvr)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\sacsvr,Start,0,Value Not found,Fail
1,REGISTRY_SETTING,5.8,Ensure 'Internet Connection Sharing (ICS) (SharedAccess)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess,Start,4,3,Fail
1,REGISTRY_SETTING,5.27,Ensure 'Simple TCP/IP Services (simptcp)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\simptcp,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,5.30,Ensure 'SSDP Discovery (SSDPSRV)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\SSDPSRV,Start,4,3,Fail
1,REGISTRY_SETTING,5.13,Ensure 'OpenSSH SSH Server (sshd)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\sshd,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,18.4.3,"Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)' is set to 'Enabled: Highest protection, source routing is completely disabled'",HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,DisableIPSourceRouting,2,Value Not found,Fail
1,REGISTRY_SETTING,18.4.5,Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled',HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,EnableICMPRedirect,0,Value Not found,Fail
1,REGISTRY_SETTING,18.4.2,"Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)' is set to 'Enabled: Highest protection, source routing is completely disabled'",HKLM\System\CurrentControlSet\Services\Tcpip6\Parameters,DisableIPSourceRouting,2,Value Not found,Fail
1,REGISTRY_SETTING,5.31,Ensure 'UPnP Device Host (upnphost)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\upnphost,Start,4,3,Fail
1,REGISTRY_SETTING,5.40,Ensure 'World Wide Web Publishing Service (W3SVC)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\W3SVC,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,5.35,Ensure 'Windows Media Player Network Sharing Service (WMPNetworkSvc)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc,Start,4,3,Fail
1,REGISTRY_SETTING,5.32,Ensure 'Web Management Service (WMSvc)' is set to 'Disabled' or 'Not Installed',HKLM\SYSTEM\CurrentControlSet\Services\WMSvc,Start,4,Value Not found,Fail
1,REGISTRY_SETTING,5.42,Ensure 'Xbox Live Auth Manager (XblAuthManager)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\XblAuthManager,Start,4,3,Fail
1,REGISTRY_SETTING,5.43,Ensure 'Xbox Live Game Save (XblGameSave)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\XblGameSave,Start,4,3,Fail
1,REGISTRY_SETTING,5.41,Ensure 'Xbox Accessory Management Service (XboxGipSvc)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\XboxGipSvc,Start,4,3,Fail
1,REGISTRY_SETTING,5.44,Ensure 'Xbox Live Networking Service (XboxNetApiSvc)' is set to 'Disabled',HKLM\SYSTEM\CurrentControlSet\Services\XboxNetApiSvc,Start,4,3,Fail
1,REGISTRY_SETTING,19.7.4.1,Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled',HKU\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments,SaveZoneInformation,2,Value Not found,Fail
1,REGISTRY_SETTING,19.7.4.2,Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled',HKU\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments,ScanWithAntiVirus,3,Value Not found,Fail
1,REGISTRY_SETTING,19.7.28.1,Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled',HKU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoInplaceSharing,1,Value Not found,Fail
1,REGISTRY_SETTING,19.7.8.1,Ensure 'Configure Windows spotlight on lock screen' is set to Disabled',HKU\Software\Policies\Microsoft\Windows\CloudContent,ConfigureWindowsSpotlight,2,Value Not found,Fail
1,REGISTRY_SETTING,19.7.8.2,Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled',HKU\Software\Policies\Microsoft\Windows\CloudContent,DisableThirdPartySuggestions,1,Value Not found,Fail
1,REGISTRY_SETTING,19.1.3.1,Ensure 'Enable screen saver' is set to 'Enabled',HKU\Software\Policies\Microsoft\Windows\Control Panel\Desktop,ScreenSaveActive,1,Value Not found,Fail
1,REGISTRY_SETTING,19.1.3.2,Ensure 'Password protect the screen saver' is set to 'Enabled',HKU\Software\Policies\Microsoft\Windows\Control Panel\Desktop,ScreenSaverIsSecure,1,Value Not found,Fail
1,REGISTRY_SETTING,19.1.3.3,"Ensure 'Screen saver timeout' is set to 'Enabled: 900 seconds or fewer, but not 0'",HKU\Software\Policies\Microsoft\Windows\Control Panel\Desktop,ScreenSaveTimeOut,^(900|[1-9][0-9]|[1-8][0-9]{2})$,Value Not found,Fail
1,REGISTRY_SETTING,19.5.1.1,Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled',HKU\Software\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoToastApplicationNotificationOnLockScreen,1,Value Not found,Fail
1,REGISTRY_SETTING,19.7.43.1,Ensure 'Always install with elevated privileges' is set to 'Disabled',HKU\Software\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,0,Value Not found,Fail
1,ANONYMOUS_SID_SETTING,2.3.10.1,Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled',,,Disabled,,
1,AUDIT_POLICY_SUBCATEGORY,17.1.1,Ensure 'Audit Credential Validation' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.2.1,Ensure 'Audit Application Group Management' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.2.2,Ensure 'Audit Security Group Management' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.2.3,Ensure 'Audit User Account Management' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.3.1,Ensure 'Audit PNP Activity' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.3.2,Ensure 'Audit Process Creation' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.5.1,Ensure 'Audit Account Lockout' is set to include 'Failure',,,"Failure || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.5.2,Ensure 'Audit Group Membership' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.5.3,Ensure 'Audit Logoff' is set to include 'Success',,,Success,,
1,AUDIT_POLICY_SUBCATEGORY,17.5.4,Ensure 'Audit Logon' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.5.5,Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.5.6,Ensure 'Audit Special Logon' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.6.1,Ensure 'Audit Detailed File Share' is set to include 'Failure',,,"Failure || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.6.2,Ensure 'Audit File Share' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.6.3,Ensure 'Audit Other Object Access Events' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.6.4,Ensure 'Audit Removable Storage' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.7.1,Ensure 'Audit Audit Policy Change' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.7.2,Ensure 'Audit Authentication Policy Change' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.7.3,Ensure 'Audit Authorization Policy Change' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.7.4,Ensure 'Audit MPSSVC Rule-Level Policy Change' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.7.5,Ensure 'Audit Other Policy Change Events' is set to include 'Failure',,,"Failure || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.8.1,Ensure 'Audit Sensitive Privilege Use' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.9.1,Ensure 'Audit IPsec Driver' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.9.2,Ensure 'Audit Other System Events' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.9.3,Ensure 'Audit Security State Change' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.9.4,Ensure 'Audit Security System Extension' is set to include 'Success',,,"Success || Success, Failure",,
1,AUDIT_POLICY_SUBCATEGORY,17.9.5,Ensure 'Audit System Integrity' is set to 'Success and Failure',,,"Success, Failure",,
1,AUDIT_POWERSHELL,0,Check for irda service,,,Fail,,
1,AUDIT_POWERSHELL,0,Check for SAC service,,,Fail,,
1,AUDIT_POWERSHELL,0,Check for SAC service,,,Fail,,
1,AUDIT_POWERSHELL,5.29,Ensure 'Special Administration Console Helper (sacsvr)' is set to 'Disabled' or 'Not Installed',,,Pass,,
1,CHECK_ACCOUNT,2.3.1.1,Ensure 'Accounts: Administrator account status' is set to 'Disabled',,,Disabled,,
1,CHECK_ACCOUNT,2.3.1.3,Ensure 'Accounts: Guest account status' is set to 'Disabled',,,Disabled,,
1,CHECK_ACCOUNT,2.3.1.5,Configure 'Accounts: Rename administrator account',,,\b[Aa]dmin(istrator)?,,
1,CHECK_ACCOUNT,2.3.1.6,Configure 'Accounts: Rename guest account',,,Guest,,
1,LOCKOUT_POLICY,1.2.1,Ensure 'Account lockout duration' is set to '15 or more minute(s)',,,[15..MAX],,
1,LOCKOUT_POLICY,1.2.2,"Ensure 'Account lockout threshold' is set to '10 or fewer invalid logon attempt(s), but not 0'",,,[1..10],,
1,LOCKOUT_POLICY,1.2.3,Ensure 'Reset account lockout counter after' is set to '15 or more minute(s)',,,[15..MAX],,
1,PASSWORD_POLICY,1.1.1,Ensure 'Enforce password history' is set to '24 or more password(s)',,,[24..MAX],,
1,PASSWORD_POLICY,1.1.2,"Ensure 'Maximum password age' is set to '60 or fewer days, but not 0'",,,[1..60],,
1,PASSWORD_POLICY,1.1.3,Ensure 'Minimum password age' is set to '1 or more day(s)',,,[1..MAX],,
1,PASSWORD_POLICY,1.1.4,Ensure 'Minimum password length' is set to '14 or more character(s)',,,[14..MAX],,
1,PASSWORD_POLICY,1.1.5,Ensure 'Password must meet complexity requirements' is set to 'Enabled',,,Enabled,,
1,PASSWORD_POLICY,1.1.7,Ensure 'Store passwords using reversible encryption' is set to 'Disabled',,,Disabled,,
1,PASSWORD_POLICY,2.3.11.6,Ensure 'Network security: Force logoff when logon hours expire' is set to 'Enabled',,,1,,
1,REG_CHECK,18.8.21.5,Ensure 'Turn off background refresh of Group Policy' is set to 'Disabled',,,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System,,
1,USER_RIGHTS_POLICY,2.2.1,Ensure 'Access Credential Manager as a trusted caller' is set to 'No One',,,right_type  : SeTrustedCredManAccessPrivilege,,
1,USER_RIGHTS_POLICY,2.2.2,"Ensure 'Access this computer from the network' is set to 'Administrators, Remote Desktop Users'",,,Administrators &amp;&amp; Remote Desktop Users,,
1,USER_RIGHTS_POLICY,2.2.3,Ensure 'Act as part of the operating system' is set to 'No One',,,right_type  : SeTcbPrivilege,,
1,USER_RIGHTS_POLICY,2.2.4,"Ensure 'Adjust memory quotas for a process' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE'",,,Administrators &amp;&amp; LOCAL SERVICE &amp;&amp; NETWORK SERVICE,,
1,USER_RIGHTS_POLICY,2.2.5,"Ensure 'Allow log on locally' is set to 'Administrators, Users'",,,Administrators &amp;&amp; Users,,
1,USER_RIGHTS_POLICY,2.2.6,"Ensure 'Allow log on through Remote Desktop Services' is set to 'Administrators, Remote Desktop Users'",,,Administrators &amp;&amp; Remote Desktop Users,,
1,USER_RIGHTS_POLICY,2.2.7,Ensure 'Back up files and directories' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.8,"Ensure 'Change the system time' is set to 'Administrators, LOCAL SERVICE'",,,Administrators &amp;&amp; LOCAL SERVICE,,
1,USER_RIGHTS_POLICY,2.2.9,"Ensure 'Change the time zone' is set to 'Administrators, LOCAL SERVICE, Users'",,,Administrators &amp;&amp; LOCAL SERVICE &amp;&amp; Users,,
1,USER_RIGHTS_POLICY,2.2.10,Ensure 'Create a pagefile' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.11,Ensure 'Create a token object' is set to 'No One',,,right_type  : SeCreateTokenPrivilege,,
1,USER_RIGHTS_POLICY,2.2.12,"Ensure 'Create global objects' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE'",,,Administrators &amp;&amp; LOCAL SERVICE &amp;&amp; NETWORK SERVICE &amp;&amp; SERVICE,,
1,USER_RIGHTS_POLICY,2.2.13,Ensure 'Create permanent shared objects' is set to 'No One',,,right_type  : SeCreatePermanentPrivilege,,
1,USER_RIGHTS_POLICY,2.2.14,"Configure 'Create symbolic links' is set to 'Administrators, NT VIRTUAL MACHINE\Virtual Machines' - Create symbolic links",,,(Administrators || (Administrators &amp;&amp; Virtual Machines)),,
1,USER_RIGHTS_POLICY,2.2.15,Ensure 'Debug programs' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.16,"Ensure 'Deny access to this computer from the network' to include 'Guests, Local account'",,,Guests &amp;&amp; Local account,,
1,USER_RIGHTS_POLICY,2.2.17,Ensure 'Deny log on as a batch job' to include 'Guests',,,Guests,,
1,USER_RIGHTS_POLICY,2.2.18,Ensure 'Deny log on as a service' to include 'Guests',,,Guests,,
1,USER_RIGHTS_POLICY,2.2.19,Ensure 'Deny log on locally' to include 'Guests',,,Guests,,
1,USER_RIGHTS_POLICY,2.2.20,"Ensure 'Deny log on through Remote Desktop Services' to include 'Guests, Local account'",,,Guests &amp;&amp; Local account,,
1,USER_RIGHTS_POLICY,2.2.21,Ensure 'Enable computer and user accounts to be trusted for delegation' is set to 'No One',,,right_type  : SeEnableDelegationPrivilege,,
1,USER_RIGHTS_POLICY,2.2.22,Ensure 'Force shutdown from a remote system' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.23,"Ensure 'Generate security audits' is set to 'LOCAL SERVICE, NETWORK SERVICE'",,,LOCAL SERVICE &amp;&amp; NETWORK SERVICE,,
1,USER_RIGHTS_POLICY,2.2.24,"Ensure 'Impersonate a client after authentication' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE'",,,Administrators &amp;&amp; LOCAL SERVICE &amp;&amp; NETWORK SERVICE &amp;&amp; SERVICE,,
1,USER_RIGHTS_POLICY,2.2.25,"Ensure 'Increase scheduling priority' is set to 'Administrators, Window Manager\Window Manager Group'",,,(Administrators &amp;&amp; Window Manager Group) || (Administrators &amp;&amp; Window Manager\Window Manager Group),,
1,USER_RIGHTS_POLICY,2.2.26,Ensure 'Load and unload device drivers' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.27,Ensure 'Lock pages in memory' is set to 'No One',,,right_type  : SeLockMemoryPrivilege,,
1,USER_RIGHTS_POLICY,2.2.30,Ensure 'Manage auditing and security log' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.31,Ensure 'Modify an object label' is set to 'No One',,,right_type  : SeReLabelPrivilege,,
1,USER_RIGHTS_POLICY,2.2.32,Ensure 'Modify firmware environment values' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.33,Ensure 'Perform volume maintenance tasks' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.34,Ensure 'Profile single process' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.35,"Ensure 'Profile system performance' is set to 'Administrators, NT SERVICE\WdiServiceHost'",,,Administrators &amp;&amp; (NT SERVICE\WdiServiceHost || WdiServiceHost),,
1,USER_RIGHTS_POLICY,2.2.36,"Ensure 'Replace a process level token' is set to 'LOCAL SERVICE, NETWORK SERVICE'",,,LOCAL SERVICE &amp;&amp; NETWORK SERVICE,,
1,USER_RIGHTS_POLICY,2.2.37,Ensure 'Restore files and directories' is set to 'Administrators',,,Administrators,,
1,USER_RIGHTS_POLICY,2.2.38,"Ensure 'Shut down the system' is set to 'Administrators, Users'",,,Users &amp;&amp; Administrators,,
1,USER_RIGHTS_POLICY,2.2.39,Ensure 'Take ownership of files or other objects' is set to 'Administrators',,,Administrators,,
